Location,Department-2018,Municipality-2018,Total 2018,Housing units 2018,Households 2018,People 2018,Total 2005,Households 2005,var_pop,var_households,household/housing ratio,location,point,latitude,longitude,altitude
"San Andrés de Cuerquía, Antioquia",Antioquia,San Andrés de Cuerquía,7235,2843,1974,6295,4629,1174.0,0.034949919210429004,0.04078237002173113,0.6943369679915582,"San Andrés de Cuerquia, Norte, Antioquia, Región Andina, Colombia","(6.9066525500000004, -75.65914050677756, 0.0)",6.9066525500000004,-75.65914050677756,0.0
"San Carlos, Antioquia",Antioquia,San Carlos,16247,7947,5328,14480,11854,3430.0,0.024545863945142354,0.03445852815722894,0.6704416761041903,"San Carlos, Oriente, Antioquia, Región Andina, Colombia","(6.19008655, -74.94219336463203, 0.0)",6.19008655,-74.94219336463203,0.0
"San Francisco, Antioquia",Antioquia,San Francisco,5648,2758,1818,5365,6273,1719.0,-0.008040822009605098,0.004316541029180998,0.659173313995649,"San Francisco, Oriente, Antioquia, Región Andina, ???, Colombia","(5.8753712, -74.94663441381712, 0.0)",5.8753712,-74.94663441381712,0.0
"San Jerónimo, Antioquia",Antioquia,San Jerónimo,15361,8239,4277,13158,11603,3059.0,0.021816744414063116,0.02611705404666731,0.5191163976210705,"San Jerónimo, Occidente, Antioquia, Región Andina, Colombia","(6.43401985, -75.71577921461233, 0.0)",6.43401985,-75.71577921461233,0.0
"San José de La Montaña, Antioquia",Antioquia,San José de La Montaña,3646,1255,965,2952,3077,792.0,0.013137516403988414,0.015313507508206037,0.7689243027888446,"San José de la Montaña, Norte, Antioquia, Región Andina, Colombia","(6.81614395, -75.6753094098452, 0.0)",6.81614395,-75.6753094098452,0.0
"San Juan de Urabá, Antioquia",Antioquia,San Juan de Urabá,20093,6510,5805,19992,20938,4581.0,-0.003163768871136341,0.018382476843676887,0.8917050691244239,"San Juan de Urabá, Urabá, Antioquia, Región Andina, Colombia","(8.7111502, -76.5358553505362, 0.0)",8.7111502,-76.5358553505362,0.0
"San Luis, Antioquia",Antioquia,San Luis,12995,4605,3699,11120,10780,3097.0,0.014478591070397284,0.01375751488189314,0.8032573289902281,"San Luis, Oriente, Antioquia, Región Andina, Colombia","(6.0206814, -74.92919248260219, 0.0)",6.0206814,-74.92919248260219,0.0
"San Pedro, Antioquia",Antioquia,San Pedro,21949,7858,5251,17119,22100,5074.0,-0.0005272477350284355,0.002641102619543867,0.6682361924153729,"San Pedro, Comuna 4 - Aranjuez, Zona Urbana Medellín, Medellín, Valle de Aburrá, Antioquia, Región Andina, 0500, Colombia","(6.2668403, -75.5607892, 0.0)",6.2668403,-75.5607892,0.0
"San Pedro de Uraba, Antioquia",Antioquia,San Pedro de Uraba,30932,9444,8433,30527,28747,6049.0,0.005651125613219898,0.025887848840277394,0.8929479034307497,"San Pedro de Urabá, Urabá, Antioquia, Región Andina, Colombia","(8.33372075, -76.34080137233052, 0.0)",8.33372075,-76.34080137233052,0.0
"San Rafael, Antioquia",Antioquia,San Rafael,15698,6632,4416,12578,13203,3517.0,0.013403590282360156,0.017663882129592023,0.6658624849215923,"San Rafael, Oriente, Antioquia, Región Andina, Colombia","(6.30743165, -75.01412507491354, 0.0)",6.30743165,-75.01412507491354,0.0
"San Roque, Antioquia",Antioquia,San Roque,21519,8607,6178,17792,17958,4541.0,0.01401269851983078,0.02396317575967566,0.7177878471011967,"San Roque, Nordeste, Antioquia, Región Andina, Colombia","(6.4307057499999996, -74.94080256175135, 0.0)",6.4307057499999996,-74.94080256175135,0.0
"San Vicente, Antioquia",Antioquia,San Vicente,22093,9636,5832,18051,19273,4862.0,0.010559645461866607,0.014091447549360758,0.6052303860523038,"San Vicente, Oriente, Antioquia, Región Andina, Colombia","(6.312314300000001, -75.31270559646043, 0.0)",6.312314300000001,-75.31270559646043,0.0
"Santa Bárbara, Antioquia",Antioquia,Santa Bárbara,26784,10231,7548,22030,23442,6132.0,0.010304685870546226,0.016110056537678608,0.7377577949369563,"Santa Bárbara, Suroeste, Antioquia, Región Andina, Colombia","(5.87213125, -75.57777661034017, 0.0)",5.87213125,-75.57777661034017,0.0
"Santa Rosa de Osos, Antioquia",Antioquia,Santa Rosa de Osos,36318,13135,9217,31067,31028,7561.0,0.012183114008230467,0.015350952875784696,0.70171298058622,"Santa Rosa de Osos, Norte, Antioquia, Región Andina, Colombia","(6.69856175, -75.45987234539976, 0.0)",6.69856175,-75.45987234539976,0.0
"Santo Domingo, Antioquia",Antioquia,Santo Domingo,12394,5478,3312,9786,11418,3179.0,0.006329286353558894,0.0031577100647000034,0.6046002190580504,"Santo Domingo, Nordeste, Antioquia, Región Andina, Colombia","(6.47919445, -75.16267556563733, 0.0)",6.47919445,-75.16267556563733,0.0
"El Santuario, Antioquia",Antioquia,El Santuario,35422,11950,8923,30311,26152,6724.0,0.023613519299433117,0.0220038996616434,0.746694560669456,"El Santuario, Oriente, Antioquia, Región Andina, 054450, Colombia","(6.1232786, -75.2651735797388, 0.0)",6.1232786,-75.2651735797388,0.0
"Segovia, Antioquia",Antioquia,Segovia,37900,14191,10804,33690,34324,9123.0,0.007652694415971162,0.013094042721402355,0.7613276020012684,"Segovia, Nordeste, Antioquia, Región Andina, Colombia","(7.2775945, -74.62085391976942, 0.0)",7.2775945,-74.62085391976942,0.0
"Sonson, Antioquia",Antioquia,Sonson,36321,14538,10077,31861,37065,9642.0,-0.0015585566267940498,0.0034001554058811223,0.6931489888567891,"Sonsón, Oriente, Antioquia, Región Andina, Colombia","(5.6973074, -75.3140647788699, 0.0)",5.6973074,-75.3140647788699,0.0
"Sopetrán, Antioquia",Antioquia,Sopetrán,15053,7930,4891,13748,13352,3431.0,0.009266603910538906,0.027647997659716372,0.6167717528373267,"Sopetrán, Occidente, Antioquia, Región Andina, Colombia","(6.5174974, -75.7246270734982, 0.0)",6.5174974,-75.7246270734982,0.0
"Támesis, Antioquia",Antioquia,Támesis,16281,6937,5262,15012,16212,4511.0,0.0003267514472680144,0.011915999930872445,0.7585411561193599,"Támesis, Suroeste, Antioquia, Región Andina, Colombia","(5.67502205, -75.73223975063563, 0.0)",5.67502205,-75.73223975063563,0.0
"Tarazá, Antioquia",Antioquia,Tarazá,26964,10311,7207,22826,30633,6919.0,-0.009765483123938656,0.0031419660779650194,0.6989622733003589,"Tarazá, Bajo Cauca, Antioquia, Región Andina, 230003, Colombia","(7.4871959, -75.40611122774382, 0.0)",7.4871959,-75.40611122774382,0.0
"Tarso, Antioquia",Antioquia,Tarso,6184,2358,1835,5663,7120,1763.0,-0.010783164493421427,0.003083789594844344,0.7782018659881256,"Tarso, Suroeste, Antioquia, Región Andina, Colombia","(5.87459295, -75.82419553422241, 0.0)",5.87459295,-75.82419553422241,0.0
"Titiribí, Antioquia",Antioquia,Titiribí,10775,4064,2861,8316,13324,3598.0,-0.016201042393815368,-0.017476779725477343,0.703986220472441,"Titiribí, Suroeste, Antioquia, Región Andina, Colombia","(6.0655797, -75.80294800576844, 0.0)",6.0655797,-75.80294800576844,0.0
"Toledo, Antioquia",Antioquia,Toledo,4993,2280,1601,4930,5129,1300.0,-0.0020650783923400473,0.0161493340970158,0.7021929824561404,"Toledo, Norte, Antioquia, Región Andina, Colombia","(7.0109536, -75.6921058, 0.0)",7.0109536,-75.6921058,0.0
"Turbo, Antioquia",Antioquia,Turbo,124552,39450,32159,114434,122780,26795.0,0.0011028510309827322,0.014135672849868719,0.8151837769328264,"Turbo, Urabá, Antioquia, Región Andina, Colombia","(8.0950848, -76.728545, 0.0)",8.0950848,-76.728545,0.0
"Uramita, Antioquia",Antioquia,Uramita,6888,2881,2087,6523,7262,1691.0,-0.004059009543253667,0.016316886596305924,0.7244012495661228,"Uramita, Occidente, Antioquia, Región Andina, Colombia","(6.91332525, -76.13649120882785, 0.0)",6.91332525,-76.13649120882785,0.0
"Urrao, Antioquia",Antioquia,Urrao,30127,11102,9329,29004,32439,8361.0,-0.0056715191714046265,0.008462513312919029,0.840299045217078,"Urrao, Suroeste, Antioquia, Región Andina, Colombia","(6.29563115, -76.26333265220197, 0.0)",6.29563115,-76.26333265220197,0.0
"Valdivia, Antioquia",Antioquia,Valdivia,13801,4662,3969,11511,16489,3652.0,-0.013595385602183652,0.006423559367070286,0.8513513513513513,"Valdivia, Norte, Antioquia, Región Andina, 40001, Colombia","(7.2423401, -75.36961942536462, 0.0)",7.2423401,-75.36961942536462,0.0
"Valparaíso, Antioquia",Antioquia,Valparaíso,6498,2659,1942,5431,6281,1727.0,0.0026161263923365485,0.009066435746407198,0.7303497555471982,"Valparaíso, Suroeste, Antioquia, Región Andina, Colombia","(5.66520665, -75.61723886347878, 0.0)",5.66520665,-75.61723886347878,0.0
"Vegachí, Antioquia",Antioquia,Vegachí,11810,4474,3598,11134,11086,2870.0,0.004878289467856511,0.01754178155292596,0.8042020563254358,"Vegachí, Nordeste, Antioquia, Región Andina, Colombia","(6.86039955, -74.72352434231013, 0.0)",6.86039955,-74.72352434231013,0.0
"Venecia, Antioquia",Antioquia,Venecia,11602,5029,3633,10280,13352,3813.0,-0.010748638334472038,-0.0037128998961604154,0.7224100218731359,"Venecia, Suroeste, Antioquia, Región Andina, Colombia","(5.9458914, -75.77586492822118, 0.0)",5.9458914,-75.77586492822118,0.0
"Vigía del Fuerte, Antioquia",Antioquia,Vigía del Fuerte,9093,2764,2299,8139,5320,1206.0,0.04209509245636167,0.05088018901714886,0.8317655571635311,"Vigía del Fuerte, Urabá, Antioquia, Región Andina, Colombia","(6.5036495, -76.67832501995036, 0.0)",6.5036495,-76.67832501995036,0.0
"Yalí, Antioquia",Antioquia,Yalí,7608,2600,2246,6234,6273,1660.0,0.01495265945137425,0.023528942973566558,0.8638461538461538,"Yalí, Nordeste, Antioquia, Región Andina, Colombia","(6.7180046, -74.75276922752937, 0.0)",6.7180046,-74.75276922752937,0.0
"Yarumal, Antioquia",Antioquia,Yarumal,41542,14112,11371,36337,31816,7634.0,0.02073007122233239,0.031124888220954716,0.8057681405895691,"Yarumal, Norte, Antioquia, Región Andina, Colombia","(7.0072117, -75.40863938465195, 0.0)",7.0072117,-75.40863938465195,0.0
"Yolombó, Antioquia",Antioquia,Yolombó,22538,8684,6310,19010,20099,5138.0,0.008849132647436253,0.015931089310517343,0.7266236757254722,"Yolombó, Nordeste, Antioquia, Región Andina, Colombia","(6.6685476999999995, -74.63045598753715, 0.0)",6.6685476999999995,-74.63045598753715,0.0
"Yondó, Antioquia",Antioquia,Yondó,19040,7631,5469,17597,13475,3080.0,0.026949505252294115,0.045156494595595786,0.716681955182807,"Yondó, Magdalena Medio, Antioquia, Región Andina, Colombia","(6.963199550000001, -74.10674742321615, 0.0)",6.963199550000001,-74.10674742321615,0.0
"Zaragoza, Antioquia",Antioquia,Zaragoza,24651,9307,7247,24067,25173,6233.0,-0.00161058806557568,0.011662080429174049,0.7786612227355754,"Zaragoza, Bajo Cauca, Antioquia, Región Andina, Colombia","(7.4949425000000005, -74.93071761130234, 0.0)",7.4949425000000005,-74.93071761130234,0.0
"Barranquilla, Atlántico",Atlántico,Barranquilla,1206319,346988,304411,1120103,1112889,257464.0,0.006220361767502736,0.012967890670772864,0.8772954684311849,"Barranquilla, Atlántico, Caribe, 080006, Colombia","(10.9799669, -74.8013085, 0.0)",10.9799669,-74.8013085,0.0
"Baranoa, Atlántico",Atlántico,Baranoa,62382,16964,15862,61527,50261,10700.0,0.01675789065983757,0.030746476928680266,0.9350389059184154,"Baranoa, Atlántico, Caribe, 082020, Colombia","(10.78069155, -74.91644056868049, 0.0)",10.78069155,-74.91644056868049,0.0
"Campo de La Cruz, Atlántico",Atlántico,Campo de La Cruz,22879,6175,5492,22810,18354,3746.0,0.017096181690427814,0.02986844212440709,0.8893927125506073,"Campo de la Cruz, Atlántico, Caribe, Colombia","(10.416394350000001, -74.85750118745418, 0.0)",10.416394350000001,-74.85750118745418,0.0
"Candelaria, Atlántico",Atlántico,Candelaria,15982,3916,3823,15631,11635,2270.0,0.024719450842321855,0.0409113072148104,0.9762512768130746,"Candelaria, Atlántico, Caribe, Colombia","(10.4903807, -74.86683760095967, 0.0)",10.4903807,-74.86683760095967,0.0
"Galapa, Atlántico",Atlántico,Galapa,60708,15780,15350,55123,31596,6964.0,0.051517361597948064,0.06268320456571419,0.9727503168567807,"Galapa, Atlántico, Caribe, Colombia","(10.89730225, -74.88042708957005, 0.0)",10.89730225,-74.88042708957005,0.0
"Juan de Acosta, Atlántico",Atlántico,Juan de Acosta,20999,5943,5230,18828,14184,3074.0,0.030641637787785836,0.04172642031931173,0.8800269224297493,"Juan de Acosta, Atlántico, Caribe, Colombia","(10.82610745, -75.08675616759825, 0.0)",10.82610745,-75.08675616759825,0.0
"Luruaco, Atlántico",Atlántico,Luruaco,28175,7393,6992,27647,22878,4717.0,0.016148954235083224,0.03073942536701635,0.9457595022318409,"Luruaco, Atlántico, Caribe, Colombia","(10.6332465, -75.14186804182609, 0.0)",10.6332465,-75.14186804182609,0.0
"Malambo, Atlántico",Atlántico,Malambo,128203,33064,29928,119920,99058,21672.0,0.02003728977305208,0.025139522133642567,0.9051536414226954,"Malambo, Atlántico, Caribe, Colombia","(10.851644799999999, -74.80574381988248, 0.0)",10.851644799999999,-74.80574381988248,0.0
"Manatí, Atlántico",Atlántico,Manatí,19808,4419,4745,19233,13456,2600.0,0.030189883274092777,0.04736279780326247,1.0737723466847704,"Manatí, Atlántico, Caribe, 085020, Colombia","(10.4541606, -74.98931452351343, 0.0)",10.4541606,-74.98931452351343,0.0
"Palmar de Varela, Atlántico",Atlántico,Palmar de Varela,28932,6878,7507,27098,23012,4568.0,0.017766160493098537,0.03895182258430174,1.0914510031986042,"Palmar de Varela, Atlántico, Caribe, Colombia","(10.697108799999999, -74.7692938575682, 0.0)",10.697108799999999,-74.7692938575682,0.0
"Piojó, Atlántico",Atlántico,Piojó,6608,1617,1535,5636,4874,891.0,0.02368900605249391,0.04272933204289342,0.9492888064316636,"Piojó, Atlántico, Caribe, Colombia","(10.74305375, -75.13327755018729, 0.0)",10.74305375,-75.13327755018729,0.0
"Polonuevo, Atlántico",Atlántico,Polonuevo,18197,4437,4709,16222,13518,2730.0,0.02312759053929425,0.042828213902056156,1.0613026819923372,"Polonuevo, Atlántico, Caribe, Colombia","(10.7593311, -74.86249505710708, 0.0)",10.7593311,-74.86249505710708,0.0
"Ponedera, Atlántico",Atlántico,Ponedera,23848,5699,5675,23420,18430,3597.0,0.02002247397378243,0.03569701660582969,0.9957887348657659,"Ponedera, Atlántico, Caribe, Colombia","(10.6054, -74.78257159932929, 0.0)",10.6054,-74.78257159932929,0.0
"Puerto Colombia, Atlántico",Atlántico,Puerto Colombia,49264,15230,13006,47899,26932,6140.0,0.04754799061284021,0.05943673864223964,0.8539724228496389,"Puerto Colombia, Atlántico, Caribe, Colombia","(10.9965589, -74.91624753341526, 0.0)",10.9965589,-74.91624753341526,0.0
"Repelón, Atlántico",Atlántico,Repelón,26200,7088,6797,25467,22196,4894.0,0.012839209908816374,0.025588945665359963,0.9589446952595937,"Repelón, Atlántico, Caribe, Colombia","(10.5032001, -75.13551687564902, 0.0)",10.5032001,-75.13551687564902,0.0
"Sabanagrande, Atlántico",Atlántico,Sabanagrande,32334,7894,7738,32026,24880,5211.0,0.020362626226519742,0.030880396258033516,0.9802381555611858,"Sabanagrande, Atlántico, Caribe, Colombia","(10.8015516, -74.77479828648963, 0.0)",10.8015516,-74.77479828648963,0.0
"Sabanalarga, Atlántico",Atlántico,Sabanalarga,93261,23620,22408,92480,84410,17012.0,0.0076999654345653035,0.02141838556646225,0.9486875529212532,"Sabanalarga, Atlántico, Caribe, Colombia","(10.6307159, -74.9209378, 0.0)",10.6307159,-74.9209378,0.0
"Santa Lucía, Atlántico",Atlántico,Santa Lucía,16023,3347,3701,12650,11947,2320.0,0.02283725038847262,0.03657896677574879,1.1057663579324768,"Santa Lucía, Atlántico, Caribe, Colombia","(10.3414503, -74.9568545383526, 0.0)",10.3414503,-74.9568545383526,0.0
"Santo Tomás, Atlántico",Atlántico,Santo Tomás,29829,7540,7444,28693,23188,4639.0,0.01956165242248309,0.037047418530859355,0.9872679045092838,"Santo Tomás, Atlántico, Caribe, Colombia","(10.730191399999999, -74.80133255170662, 0.0)",10.730191399999999,-74.80133255170662,0.0
"Soledad, Atlántico",Atlántico,Soledad,603999,147987,143217,535984,455796,102367.0,0.021892130303075685,0.026167003755316554,0.9677674390318068,"Soledad, Atlántico, Caribe, Colombia","(10.9099376, -74.77401777331025, 0.0)",10.9099376,-74.77401777331025,0.0
"Suan, Atlántico",Atlántico,Suan,11940,2684,2924,11607,9344,1554.0,0.019037380486315314,0.0498262115780308,1.0894187779433682,"Suan, Atlántico, Caribe, Colombia","(10.30608385, -74.91225989320307, 0.0)",10.30608385,-74.91225989320307,0.0
"Tubará, Atlántico",Atlántico,Tubará,17377,4456,3779,12718,10602,2317.0,0.03873960909507024,0.03834666821400434,0.8480700179533214,"Tubará, Atlántico, Caribe, Colombia","(10.8993966, -74.98631013631203, 0.0)",10.8993966,-74.98631013631203,0.0
"Usiacurí, Atlántico",Atlántico,Usiacurí,12250,2529,2850,9543,8561,1590.0,0.02794557752340121,0.04591400822941227,1.1269276393831553,"Usiacurí, Atlántico, Caribe, Colombia","(10.7386503, -74.98040496414438, 0.0)",10.7386503,-74.98040496414438,0.0
"Bogotá, D.C., Bogotá, D.C.","Bogotá, D.C.","Bogotá, D.C.",7412566,2523519,2514482,7181469,6778691,1931372.0,0.006900054332671601,0.02050243699245624,0.996418889653694,"D.C., Carrera 19B, UPZ Chicó Lago, Localidad Chapinero, Bogotá, Bogotá Distrito Capital, Región Andina, 110221, Colombia","(4.6726615, -74.0581744671382, 0.0)",4.6726615,-74.0581744671382,0.0
"Cartagena, Bolívar",Bolívar,Cartagena,973045,294494,260346,887946,895400,206634.0,0.0064174103668148685,0.01793292912831035,0.8840451757930552,"Cartagena de Indias, Dique, Bolívar, Caribe, Colombia","(10.4195841, -75.5271224, 0.0)",10.4195841,-75.5271224,0.0
"Achí, Bolívar",Bolívar,Achí,24352,5968,5701,18879,19629,4258.0,0.016723366321050648,0.02270327081934642,0.9552613941018767,"Achí, Mojana, Bolívar, Caribe, Colombia","(8.602830449999999, -74.4586880450204, 0.0)",8.602830449999999,-74.4586880450204,0.0
"Altos del Rosario, Bolívar",Bolívar,Altos del Rosario,10972,2639,2397,9009,10695,2042.0,0.0019688765078476056,0.012406190436458298,0.9082985979537703,"Altos del Rosario, Loba, Bolívar, Caribe, Colombia","(8.7441923, -74.20432528793287, 0.0)",8.7441923,-74.20432528793287,0.0
"Arenal, Bolívar",Bolívar,Arenal,7365,2368,2059,7169,7364,1468.0,1.0445173301398825e-05,0.026366172916471475,0.8695101351351351,"Arenal, Magdalena Medio, Bolívar, Caribe, Colombia","(8.4593893, -73.942994, 0.0)",8.4593893,-73.942994,0.0
"Arjona, Bolívar",Bolívar,Arjona,69503,19390,17411,67118,60600,12821.0,0.010600018940803535,0.023819074617257074,0.8979370809695719,"Arjona, Dique, Bolívar, Caribe, 131020, Colombia","(10.2534632, -75.3427213, 0.0)",10.2534632,-75.3427213,0.0
"Arroyohondo, Bolívar",Bolívar,Arroyohondo,8254,1872,1710,8058,8825,1362.0,-0.005132221186688657,0.01765708786060749,0.9134615384615384,"Arroyohondo, Dique, Bolívar, Caribe, Colombia","(10.24402435, -75.0283270068316, 0.0)",10.24402435,-75.0283270068316,0.0
"Barranco de Loba, Bolívar",Bolívar,Barranco de Loba,14836,4577,3855,14435,15186,3221.0,-0.00179203017487517,0.01391743018061331,0.8422547520209744,"Barranco de Loba, Loba, Bolívar, Caribe, Colombia","(8.80374595, -74.24064154122095, 0.0)",8.80374595,-74.24064154122095,0.0
"Calamar, Bolívar",Bolívar,Calamar,22474,6187,5554,22202,20771,4217.0,0.006080047554307022,0.021410163460772846,0.8976887021173429,"Calamar, Dique, Bolívar, Caribe, 63VM+48, Colombia","(10.233984249999999, -74.93489003291376, 0.0)",10.233984249999999,-74.93489003291376,0.0
"Cantagallo, Bolívar",Bolívar,Cantagallo,8234,2753,2401,6874,7839,1955.0,0.0037887475452251795,0.015932913763121226,0.8721394841990556,"Cantagallo, Magdalena Medio, Bolívar, Caribe, Colombia","(7.21674755, -74.14609748196122, 0.0)",7.21674755,-74.14609748196122,0.0
"Cicuco, Bolívar",Bolívar,Cicuco,13442,3629,3510,13120,10981,2239.0,0.01567681397513576,0.035188558548885585,0.9672085974097547,"Cicuco, Depresión Momposina, Bolívar, Caribe, Colombia","(9.2368961, -74.69408538389781, 0.0)",9.2368961,-74.69408538389781,0.0
"Córdoba, Bolívar",Bolívar,Córdoba,15960,4611,4170,15012,12824,2809.0,0.01697063688415823,0.030857876314123178,0.904359141184125,"Córdoba, Montes de María, Bolívar, Caribe, Colombia","(9.5244165, -74.8780482, 0.0)",9.5244165,-74.8780482,0.0
"Clemencia, Bolívar",Bolívar,Clemencia,14511,4154,3998,13821,11699,2324.0,0.016707544454781953,0.04261408991304916,0.9624458353394318,"Clemencia, Dique, Bolívar, Caribe, Colombia","(10.56180475, -75.3295539371322, 0.0)",10.56180475,-75.3295539371322,0.0
"El Carmen de Bolívar, Bolívar",Bolívar,El Carmen de Bolívar,70131,19511,18104,67461,66001,13358.0,0.004679764381376961,0.023661553523518508,0.9278868330685255,"El Carmen de Bolívar, Montes de María, Bolívar, Caribe, Colombia","(9.7178841, -75.1241376, 0.0)",9.7178841,-75.1241376,0.0
"El Guamo, Bolívar",Bolívar,El Guamo,8647,2483,2222,7861,7754,1636.0,0.008420144032052823,0.023829762889215678,0.8948852194925493,"El Guamo, Montes de María, Bolívar, Caribe, Colombia","(10.0368252, -74.93566935081444, 0.0)",10.0368252,-74.93566935081444,0.0
"El Peñón, Bolívar",Bolívar,El Peñón,7651,1954,2000,7234,7871,1493.0,-0.0021782979742008823,0.022743993347653424,1.0235414534288638,"El Peñón, Loba, Bolívar, Caribe, Colombia","(8.9895346, -73.949864, 0.0)",8.9895346,-73.949864,0.0
"Hatillo de Loba, Bolívar",Bolívar,Hatillo de Loba,12317,2992,2608,11770,11316,1816.0,0.006541515826187672,0.028233318615371594,0.8716577540106952,"Hatillo de Loba, Depresión Momposina, Bolívar, Caribe, Colombia","(8.992186400000001, -74.04685187547008, 0.0)",8.992186400000001,-74.04685187547008,0.0
